count 162029
17045760 -0.004 0.13
17046528 -0.013 0.129
17047296 -0.002 0.13
17048064 0.008 0.128
17048832 0.008 0.128
17049600 0.008 0.13
17050368 0.013 0.124
17051136 0.021 0.122
17051904 0.013 0.125
17052672 0.009 0.126
17053440 0.011 0.127
17054208 0.007 0.128
17054976 -0.001 0.129
17055744 -0.009 0.135
17056512 -0.008 0.126
17057280 0.035 0.116
17058048 0.034 0.112
17058816 0.037 0.115
17059584 0.032 0.117
17060352 -0.008 0.134
17061120 -0.012 0.13
17061888 -0.002 0.127
17062656 0.001 0.128
17063424 0.003 0.127
17064192 0.005 0.13
17064960 0.008 0.127
17065728 0.007 0.129
17066496 0.006 0.125
17067264 0.002 0.127
17068032 0.007 0.13
17068800 0.008 0.136
17069568 -0.007 0.125
17070336 -0.012 0.13
17071104 -0.009 0.131
17071872 -0.014 0.131
17072640 0.003 0.124
17073408 -0.005 0.131
17074176 0.002 0.13
17074944 0.003 0.127
17075712 0.018 0.126
17076480 0.026 0.124
17077248 0.019 0.13
17078016 0.026 0.13
17078784 -0.001 0.127
17079552 0.007 0.125
17080320 0.003 0.133
17081088 0.003 0.133
17081856 0.007 0.134
17082624 0.011 0.124
17083392 -0.0 0.126
17084160 0.005 0.13
17084928 0.006 0.122
17085696 0.008 0.113
17086464 0.009 0.12
17087232 0.011 0.123
17088000 0.004 0.128
17088768 0.001 0.13
17089536 0.009 0.13
17090304 0.003 0.127
17091072 -0.023 0.126
17091840 -0.017 0.121
17092608 -0.026 0.13
17093376 -0.024 0.122
17094144 0.017 0.125
17094912 0.004 0.125
17095680 0.016 0.13
17096448 0.017 0.124
17097216 0.015 0.131
17097984 0.009 0.125
17098752 0.013 0.129
17099520 0.007 0.127
17100288 -0.015 0.123
17101056 -0.021 0.126
17101824 -0.026 0.128
17102592 -0.021 0.13
17103360 -0.001 0.135
17104128 -0.0 0.129
17104896 0.006 0.127
17105664 -0.001 0.13
17106432 0.009 0.125
17107200 0.003 0.13
17107968 0.003 0.135
17108736 -0.003 0.128
17109504 0.028 0.126
17110272 0.008 0.127
17111040 0.017 0.127
17111808 0.014 0.124
17112576 -0.023 0.128
17113344 -0.015 0.133
17114112 -0.018 0.125
17114880 -0.023 0.125
17115648 -0.011 0.13
17116416 -0.007 0.126
17117184 -0.001 0.126
17117952 -0.013 0.131
17118720 -0.007 0.131
17119488 0.002 0.128
17120256 -0.006 0.134
17121024 -0.002 0.128
17121792 -0.006 0.131
17122560 -0.007 0.128
17123328 -0.007 0.131
17124096 -0.019 0.128
17124864 -0.019 0.13
17125632 -0.015 0.128
17126400 -0.011 0.133
17127168 -0.009 0.126
17127936 -0.017 0.129
17128704 -0.017 0.127
17129472 -0.015 0.129
17130240 -0.015 0.129
17131008 0.023 0.119
17131776 0.013 0.12
17132544 0.021 0.123
17133312 0.025 0.122
17134080 0.01 0.123
17134848 0.009 0.13
17135616 0.015 0.129
17136384 0.012 0.126
17137152 0.013 0.13
17137920 0.015 0.133
17138688 0.01 0.125
17139456 0.02 0.121
17140224 0.001 0.128
17140992 -0.006 0.127
17141760 0.001 0.129
17142528 -0.001 0.129
17143296 0.034 0.119
17144064 0.04 0.113
17144832 0.043 0.117
17145600 0.034 0.124
17146368 0.005 0.127
17147136 0.008 0.132
17147904 -0.001 0.126
17148672 0.002 0.126
17149440 0.017 0.127
17150208 0.016 0.129
17150976 0.019 0.131
17151744 0.019 0.125
17152512 0.013 0.128
17153280 0.018 0.124
17154048 0.011 0.123
17154816 0.027 0.123
17155584 -0.001 0.124
17156352 0.005 0.133
17157120 0.002 0.129
17157888 0.009 0.128
17158656 -0.023 0.127
17159424 -0.023 0.123
17160192 -0.021 0.121
17160960 -0.03 0.12
17161728 -0.011 0.128
17162496 -0.009 0.13
17163264 -0.007 0.132
17164032 -0.005 0.127
17164800 -0.013 0.129
17165568 -0.001 0.131
17166336 -0.012 0.131
17167104 -0.006 0.125
17167872 -0.018 0.126
17168640 -0.01 0.125
17169408 -0.024 0.127
17170176 -0.022 0.131
17170944 -0.029 0.129
17171712 -0.027 0.124
17172480 -0.021 0.123
17173248 -0.03 0.125
17174016 -0.012 0.123
17174784 -0.006 0.127
17175552 -0.017 0.126
17176320 -0.022 0.133
17177088 0.021 0.121
17177856 0.03 0.128
17178624 0.025 0.122
17179392 0.028 0.123
17180160 0.004 0.127
17180928 -0.001 0.127
17181696 0.011 0.129
17182464 0.007 0.131
17183232 0.001 0.131
17184000 0.002 0.126
17184768 -0.004 0.13
17185536 0.005 0.131
17186304 0.008 0.128
17187072 0.008 0.126
17187840 0.005 0.13
17188608 0.013 0.129
17189376 -0.001 0.127
17190144 0.0 0.132
17190912 -0.001 0.124
17191680 0.002 0.13
17192448 -0.012 0.133
17193216 -0.008 0.13
17193984 -0.007 0.132
17194752 -0.011 0.124
17195520 -0.008 0.134
17196288 -0.01 0.125
17197056 -0.021 0.126
17197824 -0.018 0.129
17198592 -0.011 0.128
17199360 -0.016 0.127
17200128 -0.015 0.129
17200896 -0.005 0.125
17201664 0.009 0.134
17202432 0.004 0.131
17203200 -0.005 0.125
17203968 0.007 0.129
17204736 0.01 0.129
17205504 0.012 0.128
17206272 0.012 0.129
17207040 0.014 0.128
17207808 0.01 0.13
17208576 0.018 0.126
17209344 0.02 0.129
17210112 0.019 0.13
17210880 -0.0 0.127
17211648 0.009 0.133
17212416 0.007 0.126
17213184 0.003 0.131
17213952 0.007 0.132
17214720 0.017 0.13
17215488 0.01 0.128
17216256 0.015 0.125
17217024 0.008 0.134
17217792 -0.007 0.13
17218560 0.002 0.125
17219328 -0.008 0.133
17220096 -0.003 0.128
17220864 -0.01 0.128
17221632 -0.011 0.13
17222400 -0.016 0.124
17223168 0.009 0.129
17223936 0.01 0.129
17224704 0.009 0.123
17225472 0.01 0.128
17226240 -0.011 0.127
17227008 -0.013 0.126
17227776 -0.003 0.126
17228544 -0.008 0.132
17229312 -0.013 0.127
17230080 -0.013 0.129
17230848 -0.013 0.126
17231616 -0.013 0.13
17232384 -0.032 0.122
17233152 -0.02 0.125
17233920 -0.027 0.122
17234688 -0.027 0.119
17235456 -0.02 0.128
17236224 -0.023 0.119
17236992 -0.022 0.123
17237760 -0.032 0.125
17238528 -0.013 0.134
17239296 -0.011 0.122
17240064 -0.006 0.131
17240832 -0.017 0.129
17241600 0.015 0.125
17242368 0.005 0.124
17243136 0.008 0.13
17243904 0.01 0.131
17244672 0.004 0.13
17245440 -0.007 0.121
17246208 0.01 0.129
17246976 0.001 0.134
17247744 -0.015 0.128
17248512 -0.009 0.127
17249280 -0.006 0.13
17250048 -0.013 0.133
17250816 -0.019 0.129
17251584 -0.018 0.128
17252352 -0.016 0.123
17253120 -0.028 0.13
17253888 0.007 0.125
17254656 0.004 0.132
17255424 0.004 0.133
17256192 0.002 0.129
17256960 -0.055 0.106
17257728 -0.062 0.118
17258496 -0.048 0.11
17259264 -0.052 0.106
17260032 0.009 0.132
17260800 0.0 0.134
17261568 0.01 0.124
17262336 0.012 0.124
17263104 -0.034 0.128
17263872 -0.026 0.122
17264640 -0.027 0.123
17265408 -0.033 0.122
17266176 -0.024 0.125
17266944 -0.013 0.125
17267712 -0.021 0.123
17268480 -0.021 0.128
17269248 -0.026 0.122
17270016 -0.01 0.128
17270784 -0.015 0.124
17271552 -0.021 0.128
17272320 0.007 0.133
17273088 0.012 0.124
17273856 0.001 0.126
17274624 0.006 0.129
17275392 -0.001 0.129
17276160 -0.008 0.135
17276928 -0.006 0.124
17277696 0.003 0.13
17278464 0.007 0.131
17279232 0.007 0.128
17280000 -0.005 0.126
17280768 0.006 0.126
17281536 -0.016 0.12
17282304 -0.019 0.126
17283072 -0.019 0.128
17283840 -0.019 0.13
17284608 0.009 0.123
17285376 0.005 0.125
17286144 0.003 0.13
17286912 0.014 0.125
17287680 -0.008 0.128
17288448 -0.004 0.131
17289216 0.006 0.126
17289984 0.0 0.128
17290752 0.008 0.133
17291520 -0.003 0.131
17292288 -0.002 0.124
17293056 0.006 0.131
17293824 0.017 0.126
17294592 0.014 0.127
17295360 0.023 0.125
17296128 0.013 0.121
17296896 -0.015 0.128
17297664 -0.004 0.127
17298432 -0.01 0.126
17299200 -0.01 0.132
17299968 -0.018 0.124
17300736 -0.017 0.126
17301504 -0.008 0.123
17302272 -0.015 0.128
17303040 -0.0 0.128
17303808 -0.004 0.127
17304576 0.002 0.127
17305344 -0.005 0.132
17306112 0.013 0.127
17306880 0.014 0.129
17307648 0.009 0.119
17308416 0.015 0.128
17309184 0.012 0.131
17309952 0.015 0.128
17310720 0.005 0.123
17311488 0.009 0.13
17312256 0.008 0.129
17313024 0.014 0.125
17313792 -0.0 0.123
17314560 0.012 0.129
17315328 0.002 0.126
17316096 0.002 0.13
17316864 -0.003 0.129
17317632 0.008 0.129
17318400 0.002 0.124
17319168 0.003 0.129
17319936 0.001 0.129
17320704 -0.007 0.13
17321472 0.004 0.127
17322240 -0.008 0.136
17323008 0.003 0.126
17323776 -0.001 0.134
17324544 -0.008 0.129
17325312 0.003 0.128
17326080 -0.001 0.131
17326848 -0.005 0.131
17327616 -0.03 0.117
17328384 -0.027 0.118
17329152 -0.028 0.117
17329920 -0.028 0.123
17330688 0.013 0.126
17331456 0.021 0.124
17332224 0.022 0.123
17332992 0.011 0.127
17333760 -0.008 0.129
17334528 -0.008 0.131
17335296 -0.012 0.127
17336064 -0.011 0.131
17336832 -0.029 0.123
17337600 -0.021 0.118
17338368 -0.031 0.123
17339136 -0.018 0.124
17339904 0.003 0.126
17340672 0.008 0.128
17341440 0.003 0.128
17342208 0.001 0.135
17342976 -0.01 0.127
17343744 -0.007 0.132
17344512 -0.011 0.127
17345280 -0.008 0.129
17346048 -0.018 0.126
17346816 -0.019 0.123
17347584 -0.019 0.125
17348352 -0.024 0.128
17349120 0.01 0.127
17349888 0.009 0.131
17350656 0.004 0.129
17351424 0.004 0.127
17352192 -0.001 0.131
17352960 -0.004 0.13
17353728 -0.012 0.127
17354496 -0.006 0.133
17355264 0.029 0.12
17356032 0.027 0.121
17356800 0.018 0.125
17357568 0.03 0.124
17358336 0.011 0.127
17359104 0.0 0.125
17359872 -0.001 0.128
17360640 -0.005 0.129
17361408 0.063 0.079
17362176 0.073 0.079
17362944 0.076 0.09
17363712 0.071 0.076
17364480 -0.013 0.133
17365248 -0.003 0.12
17366016 -0.022 0.123
17366784 -0.013 0.12
17367552 -0.001 0.131
17368320 0.006 0.128
17369088 0.008 0.13
17369856 -0.002 0.131
17370624 0.008 0.129
17371392 0.005 0.131
17372160 0.004 0.134
17372928 0.009 0.126
17373696 0.036 0.122
17374464 0.031 0.115
17375232 0.034 0.121
17376000 0.038 0.123
17376768 -0.0 0.133
17377536 -0.013 0.125
17378304 -0.008 0.123
17379072 -0.013 0.133
17379840 0.011 0.126
17380608 0.012 0.125
17381376 0.015 0.129
17382144 0.013 0.124
17382912 -0.026 0.126
17383680 -0.033 0.122
17384448 -0.011 0.131
17385216 -0.021 0.124
17385984 -0.011 0.126
17386752 -0.014 0.132
17387520 -0.014 0.13
17388288 -0.014 0.126
17389056 -0.023 0.138
17389824 -0.006 0.13
17390592 -0.012 0.122
17391360 -0.005 0.126
17392128 -0.009 0.125
17392896 -0.016 0.126
17393664 -0.015 0.125
17394432 -0.022 0.129
17395200 0.014 0.13
17395968 0.019 0.121
17396736 0.018 0.131
17397504 0.022 0.125
17398272 -0.011 0.131
17399040 -0.007 0.128
17399808 -0.0 0.13
17400576 -0.001 0.125
17401344 -0.013 0.127
17402112 -0.012 0.124
17402880 -0.001 0.124
17403648 -0.013 0.13
17404416 -0.018 0.127
17405184 -0.023 0.128
17405952 -0.023 0.127
17406720 -0.022 0.126
17407488 0.005 0.131
17408256 -0.001 0.127
17409024 0.005 0.126
17409792 0.008 0.129
17410560 -0.021 0.121
17411328 -0.016 0.128
17412096 -0.019 0.125
17412864 -0.03 0.12
17413632 0.042 0.121
17414400 0.032 0.12
17415168 0.039 0.122
17415936 0.04 0.118
17416704 -0.035 0.12
17417472 -0.032 0.124
17418240 -0.037 0.123
17419008 -0.038 0.124
17419776 0.015 0.127
17420544 0.013 0.131
17421312 0.007 0.133
17422080 0.007 0.127
17422848 -0.005 0.13
17423616 0.007 0.132
17424384 0.007 0.133
17425152 0.001 0.126
17425920 -0.001 0.132
17426688 -0.011 0.121
17427456 -0.009 0.123
17428224 -0.011 0.133
17428992 -0.069 0.098
17429760 -0.072 0.104
17430528 -0.076 0.103
17431296 -0.079 0.104
17432064 0.02 0.125
17432832 0.017 0.121
17433600 0.011 0.123
17434368 0.02 0.123
17435136 -0.015 0.123
17435904 -0.018 0.128
17436672 -0.018 0.127
17437440 -0.022 0.128
17438208 -0.006 0.129
17438976 -0.012 0.13
17439744 -0.007 0.122
17440512 -0.007 0.128
17441280 0.008 0.129
17442048 0.013 0.125
17442816 0.017 0.128
17443584 0.015 0.128
17444352 0.004 0.129
17445120 -0.001 0.133
17445888 -0.005 0.125
17446656 -0.001 0.126
17447424 0.027 0.125
17448192 0.027 0.123
17448960 0.032 0.117
17449728 0.034 0.119
17450496 0.0 0.127
17451264 0.005 0.13
17452032 -0.007 0.13
17452800 0.001 0.123
17453568 -0.015 0.12
17454336 -0.006 0.128
17455104 -0.017 0.131
17455872 -0.002 0.13
17456640 -0.015 0.125
17457408 -0.014 0.127
17458176 -0.019 0.123
17458944 -0.016 0.127
17459712 0.003 0.128
17460480 0.003 0.128
17461248 0.012 0.129
17462016 -0.002 0.126
17462784 -0.027 0.128
17463552 -0.039 0.124
17464320 -0.028 0.126
17465088 -0.03 0.12
17465856 -0.006 0.124
17466624 -0.005 0.13
17467392 -0.003 0.128
17468160 0.005 0.129
17468928 0.021 0.123
17469696 0.025 0.13
17470464 0.013 0.126
17471232 0.023 0.126
17472000 -0.012 0.126
17472768 -0.01 0.131
17473536 -0.018 0.132
17474304 -0.024 0.121
17475072 0.004 0.126
17475840 0.003 0.132
17476608 0.003 0.131
17477376 0.001 0.129
17478144 -0.012 0.126
17478912 -0.016 0.132
17479680 -0.006 0.128
17480448 -0.015 0.13
17481216 0.008 0.122
17481984 0.014 0.126
17482752 0.015 0.128
17483520 0.013 0.13
17484288 -0.021 0.128
17485056 -0.007 0.135
17485824 -0.017 0.133
17486592 -0.005 0.121
17487360 0.011 0.129
17488128 0.008 0.132
17488896 0.003 0.124
17489664 0.013 0.132
17490432 0.004 0.121
17491200 0.017 0.124
17491968 0.007 0.116
17492736 0.021 0.118
17493504 -0.002 0.128
17494272 0.006 0.127
17495040 -0.002 0.131
17495808 0.003 0.127
17496576 0.016 0.131
17497344 0.009 0.126
17498112 0.008 0.122
17498880 0.012 0.124
17499648 0.032 0.116
17500416 0.03 0.116
17501184 0.029 0.116
17501952 0.039 0.123
17502720 0.004 0.124
17503488 -0.006 0.129
17504256 0.001 0.134
17505024 0.003 0.13
17505792 0.005 0.126
17506560 -0.003 0.129
17507328 0.0 0.132
17508096 0.007 0.131
17508864 0.057 0.096
17509632 0.059 0.094
17510400 0.056 0.088
17511168 0.056 0.091
17511936 -0.001 0.129
17512704 -0.006 0.137
17513472 -0.003 0.128
17514240 -0.008 0.123
17515008 -0.016 0.127
17515776 -0.01 0.13
17516544 -0.004 0.128
17517312 -0.017 0.125
17518080 -0.026 0.122
17518848 -0.017 0.133
17519616 -0.014 0.13
17520384 -0.021 0.123
17521152 -0.018 0.123
17521920 -0.005 0.13
17522688 -0.008 0.127
17523456 -0.017 0.126
17524224 0.007 0.123
17524992 0.002 0.129
17525760 0.008 0.133
17526528 0.014 0.131
17527296 0.022 0.123
17528064 0.026 0.12
17528832 0.026 0.125
17529600 0.029 0.117
17530368 -0.015 0.131
17531136 -0.011 0.129
17531904 -0.007 0.124
17532672 -0.013 0.131
17533440 -0.011 0.133
17534208 -0.003 0.126
17534976 0.001 0.129
17535744 0.001 0.121
17536512 0.017 0.124
17537280 0.02 0.123
17538048 0.012 0.125
17538816 0.007 0.128
17539584 -0.003 0.13
17540352 -0.005 0.129
17541120 -0.007 0.127
17541888 -0.004 0.121
17542656 -0.025 0.129
17543424 -0.029 0.127
17544192 -0.026 0.121
17544960 -0.025 0.123
17545728 -0.089 0.087
17546496 -0.092 0.084
17547264 -0.094 0.086
17548032 -0.092 0.078
17548800 -0.007 0.126
17549568 0.003 0.131
17550336 0.001 0.128
17551104 -0.002 0.131
17551872 -0.012 0.125
17552640 -0.007 0.132
17553408 -0.002 0.13
17554176 -0.009 0.13
17554944 0.034 0.124
17555712 0.029 0.12
17556480 0.033 0.127
17557248 0.035 0.126
17558016 -0.021 0.126
17558784 -0.019 0.127
17559552 -0.016 0.126
17560320 -0.016 0.13
17561088 -0.001 0.13
17561856 0.008 0.129
17562624 -0.014 0.134
17563392 0.002 0.126
17564160 -0.013 0.128
17564928 -0.013 0.129
17565696 -0.015 0.126
17566464 -0.017 0.133
17567232 -0.013 0.127
17568000 -0.021 0.123
17568768 -0.019 0.125
17569536 -0.018 0.126
17570304 -0.027 0.128
17571072 -0.026 0.126
17571840 -0.026 0.124
17572608 -0.025 0.12
17573376 -0.003 0.127
17574144 0.004 0.128
17574912 -0.004 0.129
17575680 0.004 0.13
17576448 0.01 0.129
17577216 0.019 0.131
17577984 0.021 0.126
17578752 0.011 0.129
17579520 0.011 0.132
17580288 0.01 0.131
17581056 0.011 0.13
17581824 0.009 0.125
17582592 0.003 0.131
17583360 -0.003 0.13
17584128 0.001 0.134
17584896 0.005 0.128
17585664 -0.016 0.133
17586432 -0.014 0.128
17587200 -0.018 0.133
17587968 -0.02 0.124
17588736 0.01 0.125
17589504 0.011 0.13
17590272 0.006 0.129
17591040 0.008 0.126
17591808 -0.009 0.125
17592576 -0.009 0.131
17593344 -0.002 0.132
17594112 -0.004 0.125
17594880 -0.005 0.128
17595648 -0.012 0.123
17596416 -0.011 0.131
17597184 -0.007 0.128
17597952 -0.01 0.127
17598720 -0.018 0.135
17599488 -0.013 0.129
17600256 -0.015 0.127
17601024 -0.027 0.122
17601792 -0.029 0.12
17602560 -0.024 0.132
17603328 -0.027 0.124
17604096 -0.04 0.119
17604864 -0.04 0.125
17605632 -0.044 0.118
17606400 -0.033 0.119
17607168 -0.019 0.13
17607936 -0.015 0.125
17608704 -0.031 0.126
17609472 -0.023 0.13
17610240 0.016 0.129
17611008 0.007 0.127
17611776 0.007 0.126
17612544 0.022 0.127
17613312 -0.019 0.123
17614080 -0.027 0.122
17614848 -0.025 0.125
17615616 -0.019 0.128
17616384 0.008 0.13
17617152 0.014 0.132
17617920 0.013 0.124
17618688 0.008 0.129
17619456 -0.023 0.128
17620224 -0.021 0.125
17620992 -0.01 0.126
17621760 -0.019 0.128
17622528 0.004 0.125
17623296 -0.006 0.124
17624064 -0.004 0.126
17624832 -0.002 0.122
17625600 -0.018 0.129
17626368 -0.011 0.131
17627136 -0.008 0.127
17627904 -0.012 0.129
17628672 0.008 0.126
17629440 0.009 0.127
17630208 0.0 0.133
17630976 0.007 0.129
17631744 -0.039 0.118
17632512 -0.036 0.118
17633280 -0.038 0.117
17634048 -0.041 0.118
17634816 -0.024 0.123
17635584 -0.017 0.132
17636352 -0.028 0.128
17637120 -0.011 0.13
17637888 0.009 0.122
17638656 0.008 0.129
17639424 0.01 0.129
17640192 0.011 0.127
17640960 -0.011 0.132
17641728 -0.009 0.129
17642496 -0.011 0.126
17643264 -0.009 0.128
17644032 0.038 0.123
17644800 0.039 0.12
17645568 0.032 0.118
17646336 0.04 0.111
17647104 -0.014 0.13
17647872 -0.007 0.134
17648640 -0.006 0.127
17649408 -0.007 0.126
17650176 0.004 0.128
17650944 0.003 0.127
17651712 0.003 0.13
17652480 0.007 0.131
17653248 0.005 0.126
17654016 0.008 0.132
17654784 0.008 0.13
17655552 0.005 0.126
17656320 -0.047 0.134
17657088 -0.052 0.11
17657856 -0.053 0.118
17658624 -0.053 0.109
17659392 -0.016 0.129
17660160 -0.017 0.123
17660928 -0.018 0.12
17661696 -0.012 0.13
17662464 -0.028 0.125
17663232 -0.026 0.122
17664000 -0.023 0.128
17664768 -0.03 0.121
17665536 0.03 0.121
17666304 0.02 0.125
17667072 0.018 0.113
17667840 0.021 0.125
17668608 -0.01 0.124
17669376 -0.014 0.13
17670144 -0.021 0.126
17670912 -0.011 0.129
17671680 -0.03 0.123
17672448 -0.032 0.123
17673216 -0.037 0.121
17673984 -0.023 0.125
17674752 0.004 0.129
17675520 0.004 0.131
17676288 -0.006 0.125
17677056 -0.009 0.127
17677824 -0.033 0.123
17678592 -0.039 0.119
17679360 -0.035 0.124
17680128 -0.037 0.117
17680896 0.015 0.124
17681664 0.009 0.129
17682432 0.013 0.126
17683200 0.014 0.13
17683968 -0.023 0.123
17684736 -0.031 0.125
17685504 -0.029 0.126
17686272 -0.027 0.127
17687040 0.005 0.129
17687808 0.015 0.128
17688576 0.013 0.13
17689344 0.009 0.127
17690112 -0.102 0.126
17690880 -0.104 0.126
17691648 -0.091 0.143
17692416 -0.098 0.119
17693184 0.01 0.121
17693952 0.01 0.124
17694720 0.018 0.126
17695488 0.009 0.122
17696256 0.02 0.126
17697024 0.015 0.12
17697792 0.017 0.122
17698560 0.017 0.128
17699328 0.018 0.128
17700096 0.025 0.122
17700864 0.025 0.121
17701632 0.018 0.13
17702400 -0.017 0.121
17703168 -0.019 0.123
17703936 -0.018 0.124
17704704 -0.015 0.129
17705472 0.004 0.124
17706240 0.013 0.129
17707008 0.011 0.124
17707776 0.009 0.125
17708544 -0.006 0.128
17709312 -0.011 0.125
17710080 -0.013 0.131
17710848 -0.015 0.132
17711616 0.005 0.127
17712384 0.008 0.129
17713152 0.011 0.128
17713920 0.005 0.133
17714688 -0.026 0.12
17715456 -0.029 0.132
17716224 -0.024 0.129
17716992 -0.02 0.123
17717760 -0.004 0.126
17718528 0.002 0.128
17719296 0.012 0.125
17720064 0.007 0.131
17720832 -0.017 0.127
17721600 -0.01 0.125
17722368 -0.012 0.121
17723136 -0.017 0.129
17723904 0.009 0.129
17724672 0.011 0.132
17725440 0.006 0.127
17726208 -0.0 0.128
17726976 -0.035 0.118
17727744 -0.043 0.117
17728512 -0.029 0.118
17729280 -0.038 0.116
17730048 -0.007 0.13
17730816 -0.005 0.133
17731584 -0.011 0.126
17732352 -0.004 0.127
17733120 -0.006 0.128
17733888 -0.004 0.133
17734656 -0.002 0.13
17735424 -0.001 0.124
17736192 -0.001 0.131
17736960 -0.012 0.126
17737728 -0.015 0.127
17738496 -0.009 0.132
17739264 0.019 0.13
17740032 0.018 0.125
17740800 0.021 0.124
17741568 0.018 0.122
17742336 -0.0 0.128
17743104 -0.01 0.129
17743872 -0.004 0.13
17744640 -0.007 0.129
17745408 0.018 0.127
17746176 0.015 0.129
17746944 0.012 0.122
17747712 0.022 0.129
17748480 -0.028 0.123
17749248 -0.026 0.126
17750016 -0.031 0.126
17750784 -0.026 0.127
17751552 -0.085 0.067
17752320 -0.087 0.068
17753088 -0.088 0.08
17753856 -0.085 0.071
17754624 0.008 0.121
17755392 0.01 0.122
17756160 0.021 0.129
17756928 0.01 0.128
17757696 0.003 0.133
17758464 0.005 0.132
17759232 -0.001 0.122
17760000 0.004 0.128
17760768 0.032 0.124
17761536 0.019 0.129
17762304 0.009 0.126
17763072 0.013 0.128
17763840 -0.003 0.13
17764608 0.009 0.126
17765376 0.001 0.131
17766144 0.004 0.13
17766912 -0.005 0.132
17767680 -0.003 0.131
17768448 -0.009 0.125
17769216 -0.009 0.129
17769984 -0.005 0.129
17770752 -0.003 0.128
17771520 -0.005 0.127
17772288 -0.009 0.126
17773056 0.016 0.128
17773824 0.005 0.127
17774592 0.011 0.124
17775360 0.016 0.131
17776128 -0.038 0.116
17776896 -0.041 0.119
17777664 -0.042 0.116
17778432 -0.036 0.114
17779200 -0.017 0.127
17779968 -0.018 0.127
17780736 -0.015 0.123
17781504 -0.011 0.126
17782272 -0.02 0.126
17783040 -0.023 0.126
17783808 -0.02 0.127
17784576 -0.024 0.127
17785344 -0.016 0.123
17786112 -0.017 0.127
17786880 -0.017 0.125
17787648 -0.011 0.131
17788416 0.015 0.127
17789184 0.017 0.126
17789952 0.016 0.126
17790720 0.009 0.125
17791488 -0.029 0.131
17792256 -0.015 0.125
17793024 -0.016 0.12
17793792 -0.025 0.126
17794560 -0.008 0.126
17795328 -0.011 0.134
17796096 -0.007 0.128
17796864 -0.005 0.128
17797632 -0.043 0.104
17798400 -0.047 0.103
17799168 -0.044 0.105
17799936 -0.048 0.1
17800704 -0.019 0.126
17801472 -0.027 0.128
17802240 -0.023 0.122
17803008 -0.019 0.126
17803776 0.009 0.132
17804544 0.004 0.128
17805312 0.012 0.128
17806080 0.001 0.134
17806848 -0.015 0.126
17807616 -0.015 0.133
17808384 -0.014 0.127
17809152 -0.008 0.131
17809920 0.014 0.124
17810688 0.012 0.125
17811456 0.011 0.127
17812224 0.004 0.131
17812992 0.005 0.127
17813760 0.007 0.129
17814528 0.008 0.129
17815296 0.002 0.134
17816064 0.008 0.126
17816832 0.009 0.129
17817600 0.014 0.132
17818368 0.01 0.133
17819136 -0.011 0.122
17819904 -0.014 0.133
17820672 -0.01 0.125
17821440 -0.014 0.133
